./mainTSP -input data_light/att48.tsp -setup_model 32 -randomseed 0 -v 80 -nthread 4 -time_limit 30    12001.0,0.001
   11664.0,0.001
   11464.0,0.001
   11314.0,0.001
   11196.0,0.001
   11092.0,0.001
   11015.0,0.001
   10952.0,0.001
   10942.0,0.002
   10798.0,0.002
   10790.0,0.002
   10790.0,0.002
   16776.0,0.002
   14228.0,0.002
   12009.0,0.002
   11451.0,0.002
   11059.0,0.002
   10786.0,0.003
   10786.0,0.003
   13313.0,0.003
   12656.0,0.003
   12092.0,0.003
   11751.0,0.003
   11430.0,0.003
   10786.0,0.003
   10786.0,0.003
   16450.0,0.003
   15324.0,0.003
   14334.0,0.004
   13594.0,0.004
   12630.0,0.004
   11808.0,0.004
   11331.0,0.004
   11066.0,0.004
   10867.0,0.004
   10786.0,0.004
   10786.0,0.004
   16627.0,0.004
   15351.0,0.005
   14378.0,0.005
   13818.0,0.005
   13221.0,0.005
   12487.0,0.005
   12031.0,0.005
   11680.0,0.005
   11389.0,0.005
   11006.0,0.005
   10832.0,0.005
   10796.0,0.005
   10786.0,0.006
   10786.0,0.006
   14739.0,0.006
   13195.0,0.006
   12737.0,0.006
   12081.0,0.006
   11692.0,0.006
   11387.0,0.006
   11046.0,0.006
   10911.0,0.006
   10779.0,0.007
   10725.0,0.007
   10725.0,0.007
   18389.0,0.007
   15636.0,0.007
   14955.0,0.007
   13201.0,0.007
   12579.0,0.007
   12014.0,0.007
   11575.0,0.007
   11244.0,0.007
   10959.0,0.008
   10733.0,0.009
   10725.0,0.010
   10725.0,0.010
   18200.0,0.010
   15899.0,0.010
   14584.0,0.010
   13946.0,0.010
   13031.0,0.010
   12453.0,0.011
   12029.0,0.011
   11671.0,0.011
   11179.0,0.011
   10840.0,0.011
   10761.0,0.011
   10725.0,0.011
   10725.0,0.011
   19135.0,0.012
   17249.0,0.012
   15762.0,0.012
   14421.0,0.012
   13210.0,0.012
   12752.0,0.012
   12313.0,0.013
   11116.0,0.013
   10851.0,0.013
   10725.0,0.013
   10725.0,0.013
   16354.0,0.013
   15483.0,0.013
   13957.0,0.014
   13415.0,0.014
   12901.0,0.014
   12552.0,0.014
   12190.0,0.014
   11449.0,0.014
   11116.0,0.014
   10910.0,0.015
   10725.0,0.015
   10725.0,0.015
   16661.0,0.015
   15276.0,0.015
   14035.0,0.015
   13151.0,0.016
   12038.0,0.016
   11571.0,0.016
   11318.0,0.016
   10725.0,0.016
   10725.0,0.016
   14280.0,0.016
   13598.0,0.017
   13028.0,0.017
   12349.0,0.017
   11232.0,0.017
   10849.0,0.017
   10739.0,0.017
   10725.0,0.017
   10725.0,0.018
   16129.0,0.018
   15101.0,0.018
   13852.0,0.018
   13024.0,0.018
   12293.0,0.018
   11688.0,0.019
   11366.0,0.019
   11112.0,0.019
   10812.0,0.019
   10739.0,0.019
   10725.0,0.019
   10725.0,0.020
   16039.0,0.020
   14370.0,0.020
   12209.0,0.020
   11854.0,0.020
   11538.0,0.020
   11385.0,0.020
   11243.0,0.021
   11243.0,0.021
   16711.0,0.021
   15442.0,0.021
   14596.0,0.021
   13230.0,0.021
   12569.0,0.021
   12014.0,0.021
   11684.0,0.022
   11483.0,0.022
   11314.0,0.022
   11229.0,0.022
   11173.0,0.022
   11129.0,0.022
   11110.0,0.022
   11075.0,0.023
   11075.0,0.023
   17067.0,0.023
   14280.0,0.023
   13458.0,0.023
   13141.0,0.023
   12558.0,0.023
   12220.0,0.023
   11810.0,0.024
   11575.0,0.024
   11393.0,0.024
   11236.0,0.024
   11088.0,0.024
   10983.0,0.024
   10983.0,0.024
   16679.0,0.025
   15767.0,0.025
   14961.0,0.025
   13564.0,0.025
   12730.0,0.025
   12004.0,0.025
   11620.0,0.025
   11347.0,0.026
   11147.0,0.026
   10997.0,0.026
   10983.0,0.026
   10983.0,0.026
   16794.0,0.026
   15268.0,0.026
   14286.0,0.027
   13391.0,0.027
   12422.0,0.027
   12078.0,0.027
   11792.0,0.027
   11423.0,0.027
   11296.0,0.027
   10983.0,0.027
   10983.0,0.028
   19080.0,0.028
   16499.0,0.028
   15074.0,0.028
   14077.0,0.028
   12511.0,0.028
   11978.0,0.028
   11321.0,0.028
   11120.0,0.029
   11039.0,0.029
   10983.0,0.029
   10983.0,0.029
   17249.0,0.029
   16005.0,0.029
   14806.0,0.029
   13714.0,0.030
   12340.0,0.030
   11889.0,0.030
   11440.0,0.030
   11107.0,0.030
   10983.0,0.030
   10983.0,0.030
   17642.0,0.031
   16134.0,0.031
   13869.0,0.031
   13230.0,0.031
   11772.0,0.031
   11174.0,0.031
   10983.0,0.031
   10983.0,0.031
   14902.0,0.032
   13562.0,0.032
   12444.0,0.032
   11926.0,0.032
   11557.0,0.032
   11204.0,0.032
   10983.0,0.032
   10983.0,0.033
   14599.0,0.033
   13831.0,0.033
   13295.0,0.033
   12760.0,0.033
   12147.0,0.033
   11705.0,0.033
   11347.0,0.033
   11074.0,0.034
   11064.0,0.034
   11064.0,0.034
