best_lb.0,time
316464.0,2345.3
316655.0,2345.4
316852.0,2345.5
317052.0,2345.6
317253.0,2345.7
317454.0,2345.8
317663.0,2345.9
317873.0,2346
318083.0,2346.1
318296.0,2346.2
318513.0,2346.3
318731.0,2346.4
318955.0,2346.5
319181.0,2346.6
319407.0,2346.7
319635.0,2346.8
319864.0,2346.9
320094.0,2347
320325.0,2347.1
320560.0,2347.2
320798.0,2347.3
321036.0,2347.4
321278.0,2347.5
321529.0,2347.6
321781.0,2347.7
322033.0,2347.8
322286.0,2347.9
322543.0,2348
322802.0,2348.1
323066.0,2348.2
323291.0,2348.3
323027.0,2348.4
322768.0,2348.5
322511.0,2348.6
322258.0,2348.7
322006.0,2348.8
321754.0,2348.9
321503.0,2349
321261.0,2349.1
321023.0,2349.2
320785.0,2349.3
320550.0,2349.4
320319.0,2349.5
320089.0,2349.6
319860.0,2349.7
319632.0,2349.8
319406.0,2349.9
319180.0,2350
318955.0,2350.1
318731.0,2350.2
318635.0,2350.3
318624.0,2350.4
318441.0,2350.5
318391.0,2350.6
318173.0,2350.7
317956.0,2350.8
317743.0,2350.9
317533.0,2351
317323.0,2351.1
317114.0,2351.2
316975.0,2351.3
316769.0,2351.4
316568.0,2351.5
316367.0,2351.6
316167.0,2351.7
315970.0,2351.8
315779.0,2351.9
315595.0,2352
315413.0,2352.1
315233.0,2352.2
315054.0,2352.3
314880.0,2352.4
314706.0,2352.5
314537.0,2352.6
314374.0,2352.7
314215.0,2352.8
314056.0,2352.9
313898.0,2353
313742.0,2353.1
313586.0,2353.2
313443.0,2353.3
313306.0,2353.4
313170.0,2353.5
313035.0,2353.6
312902.0,2353.7
312769.0,2353.8
312637.0,2353.9
312505.0,2354
312378.0,2354.1
312251.0,2354.2
312124.0,2354.3
311999.0,2354.4
311875.0,2354.5
311760.0,2354.6
311647.0,2354.7
311532.0,2354.8
311418.0,2354.9
311309.0,2355
311203.0,2355.1
311098.0,2355.2
310994.0,2355.3
310893.0,2355.4
310793.0,2355.5
310698.0,2355.6
310603.0,2355.7
310510.0,2355.8
310429.0,2355.9
310348.0,2356
310274.0,2356.1
310205.0,2356.2
310138.0,2356.3
310075.0,2356.4
310014.0,2356.5
309954.0,2356.6
309899.0,2356.7
309852.0,2356.8
309806.0,2356.9
309763.0,2357
309720.0,2357.1
309680.0,2357.2
309643.0,2357.3
309643.0,2357.4
309668.0,2357.5
309705.0,2357.6
309745.0,2357.7
309788.0,2357.8
309831.0,2357.9
309877.0,2358
309924.0,2358.1
309979.0,2358.2
310039.0,2358.3
310100.0,2358.4
310163.0,2358.5
310232.0,2358.6
310306.0,2358.7
310387.0,2358.8
310468.0,2358.9
310561.0,2359
310656.0,2359.1
310751.0,2359.2
310851.0,2359.3
310952.0,2359.4
311056.0,2359.5
311161.0,2359.6
311267.0,2359.7
311374.0,2359.8
311483.0,2359.9
311598.0,2360
311711.0,2360.1
311825.0,2360.2
311940.0,2360.3
312064.0,2360.4
312189.0,2360.5
312316.0,2360.6
312443.0,2360.7
312570.0,2360.8
312702.0,2360.9
312834.0,2361
312967.0,2361.1
313100.0,2361.2
313235.0,2361.3
313371.0,2361.4
313514.0,2361.5
313670.0,2361.6
313826.0,2361.7
313984.0,2361.8
314143.0,2361.9
314302.0,2362
314464.0,2362.1
314627.0,2362.2
314796.0,2362.3
314970.0,2362.4
315144.0,2362.5
315323.0,2362.6
315503.0,2362.7
315685.0,2362.8
315869.0,2362.9
316001.0,2363
315943.0,2363.1
315754.0,2363.2
315570.0,2363.3
315388.0,2363.4
315388.0,2363.5
315208.0,2363.6
315029.0,2363.7
314855.0,2363.8
314681.0,2363.9
314512.0,2364
314349.0,2364.1
314187.0,2364.2
314028.0,2364.3
313869.0,2364.4
313711.0,2364.5
313555.0,2364.6
313399.0,2364.7
313256.0,2364.8
313120.0,2364.9
312985.0,2365
312852.0,2365.1
312719.0,2365.2
312587.0,2365.3
312455.0,2365.4
312328.0,2365.5
312201.0,2365.6
312074.0,2365.7
311949.0,2365.8
311825.0,2365.9
311710.0,2366
311597.0,2366.1
311482.0,2366.2
311368.0,2366.3
311259.0,2366.4
311152.0,2366.5
311046.0,2366.6
310941.0,2366.7
310837.0,2366.8
310736.0,2366.9
310636.0,2367
310541.0,2367.1
310446.0,2367.2
310353.0,2367.3
310272.0,2367.4
310191.0,2367.5
310117.0,2367.6
310048.0,2367.7
309985.0,2367.8
309924.0,2367.9
309864.0,2368
309809.0,2368.1
309762.0,2368.2
309716.0,2368.3
309673.0,2368.4
309630.0,2368.5
309590.0,2368.6
309553.0,2368.7
309528.0,2368.8
309528.0,2368.9
309564.0,2369
309601.0,2369.1
309641.0,2369.2
309684.0,2369.3
309727.0,2369.4
309773.0,2369.5
309820.0,2369.6
309875.0,2369.7
309935.0,2369.8
309996.0,2369.9
310059.0,2370
310128.0,2370.1
310201.0,2370.2
310275.0,2370.3
310356.0,2370.4
310437.0,2370.5
310530.0,2370.6
310625.0,2370.7
310720.0,2370.8
310820.0,2370.9
310921.0,2371
311025.0,2371.1
311129.0,2371.2
311234.0,2371.3
311340.0,2371.4
311447.0,2371.5
311556.0,2371.6
311671.0,2371.7
311784.0,2371.8
311898.0,2371.9
312013.0,2372
312137.0,2372.1
312262.0,2372.2
312389.0,2372.3
312516.0,2372.4
312643.0,2372.5
312775.0,2372.6
312907.0,2372.7
313040.0,2372.8
313173.0,2372.9
313308.0,2373
313444.0,2373.1
313650.0,2373.2
313789.0,2373.3
313932.0,2373.4
314088.0,2373.5
314244.0,2373.6
314402.0,2373.7
314561.0,2373.8
314720.0,2373.9
314882.0,2374
315045.0,2374.1
315214.0,2374.2
315388.0,2374.3
315562.0,2374.4
315741.0,2374.5
315923.0,2374.6
316107.0,2374.7
316296.0,2374.8
316487.0,2374.9
316684.0,2375
316884.0,2375.1
317085.0,2375.2
317286.0,2375.3
317494.0,2375.4
317703.0,2375.5
317913.0,2375.6
318123.0,2375.7
318193.0,2375.8
318152.0,2375.9
317942.0,2376
317732.0,2376.1
317523.0,2376.2
317315.0,2376.3
317176.0,2376.4
316970.0,2376.5
316769.0,2376.6
316568.0,2376.7
316368.0,2376.8
316171.0,2376.9
315976.0,2377
315785.0,2377.1
315596.0,2377.2
315412.0,2377.3
315230.0,2377.4
315051.0,2377.5
314877.0,2377.6
314703.0,2377.7
314534.0,2377.8
314371.0,2377.9
314209.0,2378
314050.0,2378.1
313891.0,2378.2
313733.0,2378.3
313577.0,2378.4
313421.0,2378.5
313278.0,2378.6
313142.0,2378.7
313007.0,2378.8
312874.0,2378.9
312741.0,2379
312609.0,2379.1
312477.0,2379.2
312350.0,2379.3
312223.0,2379.4
312096.0,2379.5
311971.0,2379.6
311847.0,2379.7
311732.0,2379.8
311619.0,2379.9
311504.0,2380
311390.0,2380.1
311281.0,2380.2
311174.0,2380.3
311068.0,2380.4
310963.0,2380.5
310859.0,2380.6
310758.0,2380.7
310658.0,2380.8
310563.0,2380.9
310468.0,2381
310375.0,2381.1
310294.0,2381.2
310213.0,2381.3
310139.0,2381.4
310066.0,2381.5
309996.0,2381.6
309927.0,2381.7
309864.0,2381.8
309803.0,2381.9
309743.0,2382
309688.0,2382.1
309641.0,2382.2
309595.0,2382.3
309552.0,2382.4
309509.0,2382.5
309469.0,2382.6
309432.0,2382.7
309396.0,2382.8
309396.0,2382.9
309560.0,2383
309563.0,2383.1
309599.0,2383.2
309636.0,2383.3
309676.0,2383.4
309719.0,2383.5
309762.0,2383.6
309808.0,2383.7
309855.0,2383.8
309910.0,2383.9
309970.0,2384
310031.0,2384.1
310094.0,2384.2
310163.0,2384.3
310233.0,2384.4
310307.0,2384.5
310388.0,2384.6
310469.0,2384.7
310562.0,2384.8
310657.0,2384.9
310752.0,2385
310852.0,2385.1
310953.0,2385.2
311057.0,2385.3
311162.0,2385.4
311268.0,2385.5
311375.0,2385.6
311484.0,2385.7
311599.0,2385.8
311712.0,2385.9
311826.0,2386
311941.0,2386.1
312065.0,2386.2
312190.0,2386.3
312317.0,2386.4
312444.0,2386.5
312571.0,2386.6
312703.0,2386.7
312835.0,2386.8
312968.0,2386.9
313101.0,2387
313236.0,2387.1
313372.0,2387.2
313578.0,2387.3
313717.0,2387.4
313860.0,2387.5
314016.0,2387.6
314172.0,2387.7
314330.0,2387.8
314489.0,2387.9
314648.0,2388
314810.0,2388.1
314973.0,2388.2
315142.0,2388.3
315316.0,2388.4
315490.0,2388.5
315669.0,2388.6
315851.0,2388.7
316035.0,2388.8
316224.0,2388.9
316415.0,2389
316610.0,2389.1
316807.0,2389.2
317007.0,2389.3
317208.0,2389.4
317409.0,2389.5
317618.0,2389.6
317828.0,2389.7
318038.0,2389.8
318251.0,2389.9
318469.0,2390
318693.0,2390.1
318918.0,2390.2
319144.0,2390.3
319370.0,2390.4
319598.0,2390.5
319827.0,2390.6
319981.0,2390.7
319752.0,2390.8
319524.0,2390.9
319298.0,2391
319072.0,2391.1
318847.0,2391.2
318623.0,2391.3
318405.0,2391.4
318192.0,2391.5
317982.0,2391.6
317772.0,2391.7
317563.0,2391.8
317424.0,2391.9
317218.0,2392
317215.0,2392.1
317178.0,2392.2
316977.0,2392.3
316776.0,2392.4
316576.0,2392.5
316379.0,2392.6
316184.0,2392.7
315993.0,2392.8
315804.0,2392.9
315620.0,2393
315438.0,2393.1
315259.0,2393.2
315085.0,2393.3
314911.0,2393.4
314742.0,2393.5
314578.0,2393.6
314415.0,2393.7
314253.0,2393.8
314094.0,2393.9
313935.0,2394
313777.0,2394.1
313621.0,2394.2
313465.0,2394.3
313322.0,2394.4
313186.0,2394.5
313051.0,2394.6
312918.0,2394.7
312785.0,2394.8
312653.0,2394.9
312521.0,2395
312394.0,2395.1
312267.0,2395.2
312140.0,2395.3
312015.0,2395.4
311891.0,2395.5
311776.0,2395.6
311663.0,2395.7
311548.0,2395.8
311434.0,2395.9
311325.0,2396
311218.0,2396.1
311112.0,2396.2
311007.0,2396.3
310903.0,2396.4
310802.0,2396.5
310702.0,2396.6
310607.0,2396.7
310512.0,2396.8
310419.0,2396.9
310338.0,2397
310257.0,2397.1
310183.0,2397.2
310113.0,2397.3
310044.0,2397.4
309981.0,2397.5
309920.0,2397.6
309860.0,2397.7
309805.0,2397.8
309758.0,2397.9
309712.0,2398
309669.0,2398.1
309626.0,2398.2
309586.0,2398.3
309550.0,2398.4
309550.0,2398.5
309571.0,2398.6
309607.0,2398.7
309647.0,2398.8
309690.0,2398.9
309733.0,2399
309779.0,2399.1
309826.0,2399.2
309881.0,2399.3
309941.0,2399.4
310002.0,2399.5
310065.0,2399.6
310134.0,2399.7
310204.0,2399.8
310278.0,2399.9
310359.0,2400
310440.0,2400.1
310533.0,2400.2
310628.0,2400.3
310723.0,2400.4
310823.0,2400.5
310924.0,2400.6
311028.0,2400.7
311133.0,2400.8
311239.0,2400.9
311348.0,2401
311543.0,2401.1
311652.0,2401.2
311767.0,2401.3
311880.0,2401.4
311994.0,2401.5
312109.0,2401.6
312233.0,2401.7
312358.0,2401.8
312485.0,2401.9
312612.0,2402
312739.0,2402.1
312871.0,2402.2
313003.0,2402.3
313136.0,2402.4
313269.0,2402.5
313404.0,2402.6
313540.0,2402.7
313683.0,2402.8
313839.0,2402.9
313995.0,2403
314153.0,2403.1
314312.0,2403.2
314471.0,2403.3
314634.0,2403.4
314798.0,2403.5
314962.0,2403.6
315131.0,2403.7
315305.0,2403.8
315479.0,2403.9
315658.0,2404
315840.0,2404.1
316024.0,2404.2
316213.0,2404.3
316404.0,2404.4
316601.0,2404.5
316801.0,2404.6
317002.0,2404.7
317031.0,2404.8
316830.0,2404.9
316630.0,2405
316433.0,2405.1
316242.0,2405.2
316053.0,2405.3
315869.0,2405.4
315687.0,2405.5
315508.0,2405.6
315334.0,2405.7
315160.0,2405.8
314991.0,2405.9
314822.0,2406
314658.0,2406.1
314494.0,2406.2
314331.0,2406.3
314172.0,2406.4
314013.0,2406.5
313855.0,2406.6
313699.0,2406.7
313543.0,2406.8
313400.0,2406.9
313264.0,2407
313129.0,2407.1
312996.0,2407.2
312863.0,2407.3
312731.0,2407.4
312599.0,2407.5
312472.0,2407.6
312345.0,2407.7
312218.0,2407.8
312093.0,2407.9
311969.0,2408
311854.0,2408.1
311741.0,2408.2
311626.0,2408.3
311512.0,2408.4
311403.0,2408.5
311297.0,2408.6
311191.0,2408.7
311086.0,2408.8
310982.0,2408.9
310881.0,2409
310781.0,2409.1
310686.0,2409.2
310591.0,2409.3
310498.0,2409.4
310417.0,2409.5
310336.0,2409.6
310262.0,2409.7
310192.0,2409.8
310123.0,2409.9
310060.0,2410
309999.0,2410.1
309939.0,2410.2
309884.0,2410.3
309837.0,2410.4
309791.0,2410.5
309748.0,2410.6
309705.0,2410.7
309665.0,2410.8
309629.0,2410.9
309608.0,2411
309608.0,2411.1
309617.0,2411.2
309638.0,2411.3
309674.0,2411.4
309714.0,2411.5
309757.0,2411.6
309800.0,2411.7
309846.0,2411.8
309893.0,2411.9
309948.0,2412
310008.0,2412.1
310069.0,2412.2
310132.0,2412.3
310201.0,2412.4
310271.0,2412.5
310345.0,2412.6
310426.0,2412.7
310507.0,2412.8
310600.0,2412.9
310695.0,2413
310790.0,2413.1
310890.0,2413.2
310991.0,2413.3
311095.0,2413.4
311200.0,2413.5
311306.0,2413.6
311412.0,2413.7
311521.0,2413.8
311636.0,2413.9
311749.0,2414
311863.0,2414.1
311978.0,2414.2
312102.0,2414.3
312227.0,2414.4
312354.0,2414.5
312481.0,2414.6
312608.0,2414.7
312740.0,2414.8
312872.0,2414.9
313005.0,2415
313138.0,2415.1
313273.0,2415.2
313409.0,2415.3
313552.0,2415.4
313708.0,2415.5
313864.0,2415.6
314022.0,2415.7
314181.0,2415.8
314340.0,2415.9
314503.0,2416
314667.0,2416.1
314831.0,2416.2
315000.0,2416.3
315169.0,2416.4
315343.0,2416.5
315517.0,2416.6
315696.0,2416.7
315902.0,2416.8
315723.0,2416.9
315714.0,2417
315540.0,2417.1
315366.0,2417.2
315197.0,2417.3
315028.0,2417.4
314864.0,2417.5
314700.0,2417.6
314537.0,2417.7
314378.0,2417.8
314219.0,2417.9
314061.0,2418
313905.0,2418.1
313749.0,2418.2
313606.0,2418.3
313470.0,2418.4
313335.0,2418.5
313202.0,2418.6
313069.0,2418.7
312937.0,2418.8
312805.0,2418.9
312678.0,2419
312551.0,2419.1
312424.0,2419.2
312299.0,2419.3
312175.0,2419.4
312057.0,2419.5
311942.0,2419.6
311829.0,2419.7
311714.0,2419.8
311600.0,2419.9
311491.0,2420
311385.0,2420.1
311279.0,2420.2
311174.0,2420.3
311070.0,2420.4
310969.0,2420.5
310869.0,2420.6
310774.0,2420.7
310679.0,2420.8
310586.0,2420.9
310504.0,2421
310423.0,2421.1
310342.0,2421.2
310268.0,2421.3
310198.0,2421.4
310129.0,2421.5
310066.0,2421.6
310005.0,2421.7
309945.0,2421.8
309890.0,2421.9
309843.0,2422
309797.0,2422.1
309754.0,2422.2
309711.0,2422.3
309671.0,2422.4
309635.0,2422.5
309635.0,2422.6
309648.0,2422.7
309684.0,2422.8
309724.0,2422.9
309767.0,2423
309813.0,2423.1
309868.0,2423.2
309928.0,2423.3
309989.0,2423.4
310052.0,2423.5
310121.0,2423.6
310191.0,2423.7
310265.0,2423.8
310346.0,2423.9
310427.0,2424
310509.0,2424.1
310602.0,2424.2
310697.0,2424.3
310792.0,2424.4
310892.0,2424.5
310993.0,2424.6
311097.0,2424.7
311202.0,2424.8
311308.0,2424.9
311414.0,2425
311523.0,2425.1
311638.0,2425.2
311751.0,2425.3
311865.0,2425.4
311980.0,2425.5
312104.0,2425.6
312229.0,2425.7
312356.0,2425.8
312483.0,2425.9
312610.0,2426
312742.0,2426.1
312874.0,2426.2
313007.0,2426.3
313140.0,2426.4
313275.0,2426.5
313411.0,2426.6
313617.0,2426.7
313756.0,2426.8
313899.0,2426.9
314055.0,2427
314211.0,2427.1
314369.0,2427.2
314528.0,2427.3
314687.0,2427.4
314850.0,2427.5
315014.0,2427.6
315178.0,2427.7
315347.0,2427.8
315516.0,2427.9
315690.0,2428
315864.0,2428.1
316043.0,2428.2
316225.0,2428.3
316414.0,2428.4
316605.0,2428.5
316802.0,2428.6
317002.0,2428.7
317203.0,2428.8
317404.0,2428.9
317613.0,2429
317823.0,2429.1
318033.0,2429.2
318246.0,2429.3
318464.0,2429.4
318683.0,2429.5
318908.0,2429.6
319134.0,2429.7
319360.0,2429.8
319588.0,2429.9
319817.0,2430
320047.0,2430.1
320278.0,2430.2
320513.0,2430.3
320751.0,2430.4
320989.0,2430.5
321231.0,2430.6
321482.0,2430.7
321734.0,2430.8
321986.0,2430.9
322239.0,2431
322496.0,2431.1
322755.0,2431.2
323019.0,2431.3
323288.0,2431.4
323561.0,2431.5
323836.0,2431.6
324111.0,2431.7
324390.0,2431.8
324672.0,2431.9
324958.0,2432
325246.0,2432.1
325534.0,2432.2
325822.0,2432.3
326111.0,2432.4
326170.0,2432.5
325881.0,2432.6
325593.0,2432.7
325305.0,2432.8
325017.0,2432.9
324731.0,2433
324449.0,2433.1
324170.0,2433.2
323895.0,2433.3
323620.0,2433.4
323347.0,2433.5
323078.0,2433.6
322814.0,2433.7
322555.0,2433.8
322298.0,2433.9
322045.0,2434
321793.0,2434.1
321541.0,2434.2
321290.0,2434.3
321048.0,2434.4
320810.0,2434.5
320572.0,2434.6
320337.0,2434.7
320106.0,2434.8
319876.0,2434.9
319821.0,2435
319591.0,2435.1
319362.0,2435.2
319134.0,2435.3
318908.0,2435.4
318682.0,2435.5
318457.0,2435.6
318238.0,2435.7
318020.0,2435.8
317807.0,2435.9
317597.0,2436
317387.0,2436.1
317178.0,2436.2
317039.0,2436.3
316833.0,2436.4
316632.0,2436.5
316431.0,2436.6
316231.0,2436.7
316034.0,2436.8
315843.0,2436.9
315654.0,2437
315472.0,2437.1
315293.0,2437.2
315119.0,2437.3
314945.0,2437.4
314776.0,2437.5
314607.0,2437.6
314443.0,2437.7
314279.0,2437.8
314116.0,2437.9
313957.0,2438
313798.0,2438.1
313640.0,2438.2
313484.0,2438.3
313328.0,2438.4
313185.0,2438.5
313049.0,2438.6
312914.0,2438.7
312781.0,2438.8
312648.0,2438.9
312516.0,2439
312384.0,2439.1
312257.0,2439.2
312130.0,2439.3
312003.0,2439.4
311878.0,2439.5
311754.0,2439.6
311639.0,2439.7
311526.0,2439.8
311411.0,2439.9
311297.0,2440
311188.0,2440.1
311082.0,2440.2
310976.0,2440.3
310871.0,2440.4
310767.0,2440.5
310666.0,2440.6
310566.0,2440.7
310471.0,2440.8
310376.0,2440.9
310283.0,2441
310201.0,2441.1
310120.0,2441.2
310039.0,2441.3
309965.0,2441.4
309895.0,2441.5
309826.0,2441.6
309763.0,2441.7
309702.0,2441.8
309642.0,2441.9
309583.0,2442
309537.0,2442.1
309494.0,2442.2
309454.0,2442.3
309418.0,2442.4
309388.0,2442.5
309375.0,2442.6
309375.0,2442.7
309379.0,2442.8
309392.0,2442.9
309422.0,2443
309458.0,2443.1
309498.0,2443.2
309541.0,2443.3
309587.0,2443.4
309646.0,2443.5
309706.0,2443.6
309767.0,2443.7
309830.0,2443.8
309899.0,2443.9
309969.0,2444
310043.0,2444.1
310124.0,2444.2
310205.0,2444.3
310287.0,2444.4
310380.0,2444.5
310475.0,2444.6
310570.0,2444.7
310670.0,2444.8
310771.0,2444.9
310875.0,2445
310980.0,2445.1
311086.0,2445.2
311192.0,2445.3
311301.0,2445.4
311416.0,2445.5
311529.0,2445.6
311643.0,2445.7
311758.0,2445.8
311882.0,2445.9
312007.0,2446
312134.0,2446.1
312261.0,2446.2
312388.0,2446.3
312520.0,2446.4
312652.0,2446.5
312785.0,2446.6
312918.0,2446.7
313053.0,2446.8
313189.0,2446.9
313395.0,2447
313534.0,2447.1
313677.0,2447.2
313833.0,2447.3
313989.0,2447.4
314147.0,2447.5
314306.0,2447.6
314465.0,2447.7
314628.0,2447.8
314792.0,2447.9
314956.0,2448
315125.0,2448.1
315294.0,2448.2
315468.0,2448.3
315642.0,2448.4
315821.0,2448.5
316003.0,2448.6
316192.0,2448.7
316383.0,2448.8
316580.0,2448.9
316780.0,2449
316981.0,2449.1
317182.0,2449.2
317391.0,2449.3
317601.0,2449.4
317811.0,2449.5
318024.0,2449.6
318242.0,2449.7
318461.0,2449.8
318686.0,2449.9
318912.0,2450
319138.0,2450.1
319366.0,2450.2
319595.0,2450.3
319825.0,2450.4
320056.0,2450.5
320123.0,2450.6
320110.0,2450.7
320064.0,2450.8
319833.0,2450.9
319603.0,2451
319374.0,2451.1
319146.0,2451.2
318920.0,2451.3
318694.0,2451.4
318469.0,2451.5
318250.0,2451.6
318032.0,2451.7
317819.0,2451.8
317609.0,2451.9
317399.0,2452
317190.0,2452.1
317051.0,2452.2
316845.0,2452.3
316644.0,2452.4
316443.0,2452.5
316243.0,2452.6
316046.0,2452.7
315855.0,2452.8
315666.0,2452.9
315484.0,2453
315305.0,2453.1
315131.0,2453.2
314957.0,2453.3
314788.0,2453.4
314619.0,2453.5
314455.0,2453.6
314291.0,2453.7
314128.0,2453.8
313969.0,2453.9
313810.0,2454
313652.0,2454.1
313496.0,2454.2
313340.0,2454.3
313197.0,2454.4
313061.0,2454.5
312926.0,2454.6
312793.0,2454.7
312660.0,2454.8
312528.0,2454.9
312396.0,2455
312269.0,2455.1
312142.0,2455.2
312015.0,2455.3
311890.0,2455.4
311766.0,2455.5
311651.0,2455.6
311538.0,2455.7
311423.0,2455.8
311309.0,2455.9
311200.0,2456
311094.0,2456.1
310988.0,2456.2
310883.0,2456.3
310779.0,2456.4
310678.0,2456.5
310578.0,2456.6
310483.0,2456.7
310388.0,2456.8
310295.0,2456.9
310213.0,2457
310132.0,2457.1
310051.0,2457.2
309977.0,2457.3
309907.0,2457.4
309838.0,2457.5
309771.0,2457.6
309704.0,2457.7
309641.0,2457.8
309580.0,2457.9
309520.0,2458
309461.0,2458.1
309418.0,2458.2
309378.0,2458.3
309342.0,2458.4
309312.0,2458.5
309312.0,2458.6
309338.0,2458.7
309368.0,2458.8
309404.0,2458.9
309444.0,2459
309487.0,2459.1
309550.0,2459.2
309593.0,2459.3
309652.0,2459.4
309712.0,2459.5
309773.0,2459.6
309840.0,2459.7
309907.0,2459.8
309976.0,2459.9
310046.0,2460
310120.0,2460.1
310201.0,2460.2
310282.0,2460.3
310364.0,2460.4
310457.0,2460.5
310552.0,2460.6
310647.0,2460.7
310747.0,2460.8
310848.0,2460.9
310952.0,2461
311057.0,2461.1
311163.0,2461.2
311269.0,2461.3
311378.0,2461.4
311493.0,2461.5
311606.0,2461.6
311720.0,2461.7
311835.0,2461.8
311959.0,2461.9
312084.0,2462
312211.0,2462.1
312338.0,2462.2
312465.0,2462.3
312592.0,2462.4
312724.0,2462.5
312856.0,2462.6
312989.0,2462.7
313122.0,2462.8
313257.0,2462.9
313393.0,2463
313536.0,2463.1
313692.0,2463.2
313848.0,2463.3
314006.0,2463.4
314165.0,2463.5
314324.0,2463.6
314487.0,2463.7
314651.0,2463.8
314815.0,2463.9
314984.0,2464
315153.0,2464.1
315327.0,2464.2
315501.0,2464.3
315680.0,2464.4
315862.0,2464.5
316051.0,2464.6
316242.0,2464.7
316317.0,2464.8
316126.0,2464.9
315937.0,2465
315755.0,2465.1
315576.0,2465.2
315402.0,2465.3
315228.0,2465.4
315059.0,2465.5
314890.0,2465.6
314886.0,2465.7
314718.0,2465.8
314554.0,2465.9
314390.0,2466
314227.0,2466.1
314068.0,2466.2
314038.0,2466.3
313879.0,2466.4
313721.0,2466.5
313565.0,2466.6
313409.0,2466.7
313334.0,2466.8
313185.0,2466.9
313042.0,2467
312906.0,2467.1
312771.0,2467.2
312728.0,2467.3
312595.0,2467.4
312462.0,2467.5
312330.0,2467.6
312198.0,2467.7
312071.0,2467.8
311944.0,2467.9
311817.0,2468
311692.0,2468.1
311568.0,2468.2
311453.0,2468.3
311340.0,2468.4
311225.0,2468.5
311111.0,2468.6
311002.0,2468.7
310896.0,2468.8
310790.0,2468.9
310685.0,2469
310581.0,2469.1
310480.0,2469.2
310380.0,2469.3
310285.0,2469.4
310190.0,2469.5
310097.0,2469.6
310015.0,2469.7
309934.0,2469.8
309860.0,2469.9
309790.0,2470
309721.0,2470.1
309654.0,2470.2
309587.0,2470.3
309526.0,2470.4
309466.0,2470.5
309406.0,2470.6
309347.0,2470.7
309307.0,2470.8
309249.0,2470.9
309223.0,2471
309187.0,2471.1
309187.0,2471.2
309199.0,2471.3
309258.0,2471.4
309318.0,2471.5
309379.0,2471.6
309446.0,2471.7
309513.0,2471.8
309582.0,2471.9
309652.0,2472
309726.0,2472.1
309875.0,2472.2
309950.0,2472.3
310031.0,2472.4
310113.0,2472.5
310202.0,2472.6
310295.0,2472.7
310390.0,2472.8
310485.0,2472.9
310585.0,2473
310686.0,2473.1
310790.0,2473.2
310895.0,2473.3
311001.0,2473.4
311107.0,2473.5
311216.0,2473.6
311331.0,2473.7
311444.0,2473.8
311559.0,2473.9
311683.0,2474
311808.0,2474.1
311935.0,2474.2
312062.0,2474.3
312189.0,2474.4
312321.0,2474.5
312454.0,2474.6
312587.0,2474.7
312722.0,2474.8
312858.0,2474.9
313064.0,2475
313203.0,2475.1
313343.0,2475.2
313486.0,2475.3
313640.0,2475.4
313796.0,2475.5
313954.0,2475.6
314113.0,2475.7
314276.0,2475.8
314440.0,2475.9
314609.0,2476
314778.0,2476.1
314952.0,2476.2
315126.0,2476.3
315300.0,2476.4
315479.0,2476.5
315661.0,2476.6
315850.0,2476.7
316047.0,2476.8
316244.0,2476.9
316444.0,2477
316645.0,2477.1
316846.0,2477.2
317055.0,2477.3
317265.0,2477.4
317475.0,2477.5
317688.0,2477.6
317906.0,2477.7
318125.0,2477.8
318349.0,2477.9
318574.0,2478
318800.0,2478.1
319026.0,2478.2
319254.0,2478.3
319483.0,2478.4
319713.0,2478.5
319948.0,2478.6
320186.0,2478.7
320424.0,2478.8
320666.0,2478.9
320917.0,2479
321169.0,2479.1
321421.0,2479.2
321674.0,2479.3
321931.0,2479.4
322190.0,2479.5
322451.0,2479.6
322715.0,2479.7
322984.0,2479.8
323257.0,2479.9
323532.0,2480
323807.0,2480.1
324086.0,2480.2
324368.0,2480.3
324651.0,2480.4
324937.0,2480.5
325225.0,2480.6
325513.0,2480.7
325801.0,2480.8
325886.0,2480.9
325598.0,2481
325310.0,2481.1
325178.0,2481.2
324890.0,2481.3
324604.0,2481.4
324321.0,2481.5
324039.0,2481.6
323760.0,2481.7
323485.0,2481.8
323210.0,2481.9
322937.0,2482
322668.0,2482.1
322404.0,2482.2
322143.0,2482.3
321884.0,2482.4
321627.0,2482.5
321374.0,2482.6
321122.0,2482.7
320870.0,2482.8
320619.0,2482.9
320377.0,2483
320139.0,2483.1
319901.0,2483.2
319666.0,2483.3
319436.0,2483.4
319207.0,2483.5
318979.0,2483.6
318753.0,2483.7
318527.0,2483.8
318302.0,2483.9
318078.0,2484
317859.0,2484.1
317641.0,2484.2
317428.0,2484.3
317218.0,2484.4
317008.0,2484.5
316799.0,2484.6
316660.0,2484.7
316454.0,2484.8
316253.0,2484.9
316052.0,2485
315852.0,2485.1
315655.0,2485.2
315458.0,2485.3
315269.0,2485.4
315087.0,2485.5
314908.0,2485.6
314734.0,2485.7
314560.0,2485.8
314386.0,2485.9
314217.0,2486
314048.0,2486.1
313884.0,2486.2
313721.0,2486.3
313562.0,2486.4
313404.0,2486.5
313248.0,2486.6
313094.0,2486.7
313019.0,2486.8
312870.0,2486.9
312727.0,2487
312587.0,2487.1
312451.0,2487.2
312316.0,2487.3
312183.0,2487.4
312050.0,2487.5
311923.0,2487.6
311796.0,2487.7
311669.0,2487.8
311544.0,2487.9
