best_lb.0,time
312280.0,590.7
312340.0,590.8
312409.0,590.9
312478.0,591
312548.0,591.1
312620.0,591.2
312693.0,591.3
312778.0,591.4
312871.0,591.5
312971.0,591.6
313077.0,591.7
313188.0,591.8
313303.0,591.9
313438.0,592
313554.0,592.1
313673.0,592.2
313797.0,592.3
313922.0,592.4
314049.0,592.5
314176.0,592.6
314303.0,592.7
314431.0,592.8
314561.0,592.9
314693.0,593
314825.0,593.1
314959.0,593.2
315095.0,593.3
315301.0,593.4
315440.0,593.5
315580.0,593.6
315723.0,593.7
315867.0,593.8
316017.0,593.9
316175.0,594
316334.0,594.1
316493.0,594.2
316656.0,594.3
316825.0,594.4
316999.0,594.5
317173.0,594.6
317352.0,594.7
317534.0,594.8
317716.0,594.9
317899.0,595
318083.0,595.1
318267.0,595.2
318464.0,595.3
318665.0,595.4
318875.0,595.5
319085.0,595.6
319298.0,595.7
319515.0,595.8
319733.0,595.9
319958.0,596
320184.0,596.1
320412.0,596.2
320459.0,596.3
320231.0,596.4
320005.0,596.5
319780.0,596.6
319562.0,596.7
319345.0,596.8
319132.0,596.9
318922.0,597
318712.0,597.1
318573.0,597.2
318367.0,597.3
318166.0,597.4
317969.0,597.5
317785.0,597.6
317601.0,597.7
317418.0,597.8
317417.0,597.9
317235.0,598
317053.0,598.1
316874.0,598.2
316700.0,598.3
316526.0,598.4
316357.0,598.5
316194.0,598.6
316035.0,598.7
315876.0,598.8
315718.0,598.9
315568.0,599
315424.0,599.1
315281.0,599.2
315141.0,599.3
315005.0,599.4
314871.0,599.5
314739.0,599.6
314607.0,599.7
314477.0,599.8
314349.0,599.9
314222.0,600
314095.0,600.1
313968.0,600.2
313843.0,600.3
313719.0,600.4
313600.0,600.5
313485.0,600.6
313374.0,600.7
313268.0,600.8
313168.0,600.9
313075.0,601
312990.0,601.1
312917.0,601.2
312847.0,601.3
312778.0,601.4
312709.0,601.5
312670.0,601.6
312610.0,601.7
312558.0,601.8
312508.0,601.9
312461.0,602
312415.0,602.1
312371.0,602.2
312328.0,602.3
312297.0,602.4
312297.0,602.5
312310.0,602.6
312341.0,602.7
312384.0,602.8
312428.0,602.9
312474.0,603
312521.0,603.1
312571.0,603.2
312623.0,603.3
312683.0,603.4
312752.0,603.5
312821.0,603.6
312891.0,603.7
312964.0,603.8
313049.0,603.9
313142.0,604
313242.0,604.1
313348.0,604.2
313463.0,604.3
313582.0,604.4
313706.0,604.5
313831.0,604.6
313958.0,604.7
314085.0,604.8
314212.0,604.9
314340.0,605
314470.0,605.1
314602.0,605.2
314734.0,605.3
314868.0,605.4
315004.0,605.5
315210.0,605.6
315349.0,605.7
315489.0,605.8
315632.0,605.9
315776.0,606
315926.0,606.1
316084.0,606.2
316243.0,606.3
316402.0,606.4
316565.0,606.5
316730.0,606.6
316899.0,606.7
317073.0,606.8
317247.0,606.9
317426.0,607
317608.0,607.1
317791.0,607.2
317975.0,607.3
318159.0,607.4
318351.0,607.5
318548.0,607.6
318749.0,607.7
318959.0,607.8
319169.0,607.9
319382.0,608
319599.0,608.1
319817.0,608.2
320042.0,608.3
320268.0,608.4
320314.0,608.5
320088.0,608.6
319863.0,608.7
319645.0,608.8
319428.0,608.9
319215.0,609
319004.0,609.1
318794.0,609.2
318584.0,609.3
318445.0,609.4
318239.0,609.5
318038.0,609.6
317841.0,609.7
317649.0,609.8
317533.0,609.9
317349.0,610
317165.0,610.1
316982.0,610.2
316800.0,610.3
316621.0,610.4
316447.0,610.5
316273.0,610.6
316104.0,610.7
315939.0,610.8
315776.0,610.9
315617.0,611
315458.0,611.1
315300.0,611.2
315150.0,611.3
315005.0,611.4
314861.0,611.5
314718.0,611.6
314578.0,611.7
314442.0,611.8
314307.0,611.9
314173.0,612
314041.0,612.1
313909.0,612.2
313779.0,612.3
313651.0,612.4
313524.0,612.5
313397.0,612.6
313270.0,612.7
313145.0,612.8
313021.0,612.9
312902.0,613
312787.0,613.1
312681.0,613.2
312581.0,613.3
312488.0,613.4
312403.0,613.5
312330.0,613.6
312258.0,613.7
312188.0,613.8
312119.0,613.9
312050.0,614
311990.0,614.1
311937.0,614.2
311885.0,614.3
311835.0,614.4
311788.0,614.5
311742.0,614.6
311698.0,614.7
311655.0,614.8
311624.0,614.9
311611.0,615
311611.0,615.1
311614.0,615.2
311627.0,615.3
311670.0,615.4
311714.0,615.5
311760.0,615.6
311807.0,615.7
311857.0,615.8
311909.0,615.9
311962.0,616
312022.0,616.1
312091.0,616.2
312160.0,616.3
312230.0,616.4
312302.0,616.5
312375.0,616.6
312460.0,616.7
312553.0,616.8
312653.0,616.9
312759.0,617
312874.0,617.1
312993.0,617.2
313117.0,617.3
313242.0,617.4
313369.0,617.5
313496.0,617.6
313623.0,617.7
313751.0,617.8
313881.0,617.9
314013.0,618
314145.0,618.1
314279.0,618.2
314414.0,618.3
314550.0,618.4
314690.0,618.5
314833.0,618.6
314977.0,618.7
315122.0,618.8
315272.0,618.9
315430.0,619
315589.0,619.1
315748.0,619.2
315911.0,619.3
316076.0,619.4
316245.0,619.5
316419.0,619.6
316593.0,619.7
316772.0,619.8
316954.0,619.9
317137.0,620
317321.0,620.1
317513.0,620.2
317710.0,620.3
317886.0,620.4
317689.0,620.5
317497.0,620.6
317313.0,620.7
317130.0,620.8
316948.0,620.9
316769.0,621
316595.0,621.1
316421.0,621.2
316252.0,621.3
316179.0,621.4
316014.0,621.5
315851.0,621.6
315692.0,621.7
315533.0,621.8
315375.0,621.9
315225.0,622
315077.0,622.1
314932.0,622.2
314788.0,622.3
314645.0,622.4
314505.0,622.5
314369.0,622.6
314234.0,622.7
314100.0,622.8
313968.0,622.9
313836.0,623
313706.0,623.1
313578.0,623.2
313451.0,623.3
313324.0,623.4
313197.0,623.5
313072.0,623.6
312948.0,623.7
312826.0,623.8
312707.0,623.9
312592.0,624
312486.0,624.1
312386.0,624.2
312293.0,624.3
312208.0,624.4
312136.0,624.5
312066.0,624.6
311997.0,624.7
311928.0,624.8
311868.0,624.9
311815.0,625
311763.0,625.1
311713.0,625.2
311666.0,625.3
311620.0,625.4
311576.0,625.5
311533.0,625.6
311520.0,625.7
311520.0,625.8
311560.0,625.9
311603.0,626
311647.0,626.1
311693.0,626.2
311740.0,626.3
311790.0,626.4
311842.0,626.5
311895.0,626.6
311955.0,626.7
312024.0,626.8
312093.0,626.9
312163.0,627
312235.0,627.1
312320.0,627.2
312411.0,627.3
312504.0,627.4
312604.0,627.5
312710.0,627.6
312821.0,627.7
312936.0,627.8
313055.0,627.9
313177.0,628
313301.0,628.1
313426.0,628.2
313553.0,628.3
313680.0,628.4
313807.0,628.5
313935.0,628.6
314065.0,628.7
314197.0,628.8
314329.0,628.9
314463.0,629
314598.0,629.1
314734.0,629.2
314940.0,629.3
315079.0,629.4
315222.0,629.5
315366.0,629.6
315511.0,629.7
315661.0,629.8
315817.0,629.9
315975.0,630
316134.0,630.1
316293.0,630.2
316456.0,630.3
316625.0,630.4
316799.0,630.5
316973.0,630.6
317149.0,630.7
317328.0,630.8
317508.0,630.9
317690.0,631
317873.0,631.1
318057.0,631.2
318249.0,631.3
318450.0,631.4
318660.0,631.5
318870.0,631.6
319083.0,631.7
319300.0,631.8
319518.0,631.9
319549.0,632
319331.0,632.1
319114.0,632.2
318901.0,632.3
318691.0,632.4
318481.0,632.5
318342.0,632.6
318136.0,632.7
317935.0,632.8
317743.0,632.9
317559.0,633
317376.0,633.1
317194.0,633.2
317014.0,633.3
316835.0,633.4
316659.0,633.5
316485.0,633.6
316311.0,633.7
316142.0,633.8
315979.0,633.9
315820.0,634
315661.0,634.1
315503.0,634.2
315347.0,634.3
315197.0,634.4
315052.0,634.5
314908.0,634.6
314765.0,634.7
314629.0,634.8
314494.0,634.9
314360.0,635
314228.0,635.1
314096.0,635.2
313966.0,635.3
313838.0,635.4
313711.0,635.5
313584.0,635.6
313457.0,635.7
313332.0,635.8
313208.0,635.9
313086.0,636
312967.0,636.1
312852.0,636.2
312741.0,636.3
312635.0,636.4
312535.0,636.5
312442.0,636.6
312357.0,636.7
312285.0,636.8
312215.0,636.9
312146.0,637
312077.0,637.1
312017.0,637.2
311964.0,637.3
311912.0,637.4
311862.0,637.5
311815.0,637.6
311769.0,637.7
311725.0,637.8
311682.0,637.9
311642.0,638
311642.0,638.1
311679.0,638.2
311719.0,638.3
311762.0,638.4
311808.0,638.5
311855.0,638.6
311905.0,638.7
311957.0,638.8
312010.0,638.9
312070.0,639
312139.0,639.1
312208.0,639.2
312278.0,639.3
312350.0,639.4
312435.0,639.5
312528.0,639.6
312629.0,639.7
312536.0,639.8
312451.0,639.9
312379.0,640
312309.0,640.1
312240.0,640.2
312171.0,640.3
312106.0,640.4
312046.0,640.5
311993.0,640.6
311941.0,640.7
311891.0,640.8
311844.0,640.9
311798.0,641
311755.0,641.1
311718.0,641.2
311678.0,641.3
311678.0,641.4
311703.0,641.5
311743.0,641.6
311786.0,641.7
311832.0,641.8
311879.0,641.9
311929.0,642
311981.0,642.1
312034.0,642.2
312094.0,642.3
312156.0,642.4
312225.0,642.5
312294.0,642.6
312364.0,642.7
312436.0,642.8
312521.0,642.9
312621.0,643
312727.0,643.1
312834.0,643.2
312945.0,643.3
313060.0,643.4
313179.0,643.5
313303.0,643.6
313428.0,643.7
313555.0,643.8
313682.0,643.9
313809.0,644
313936.0,644.1
314064.0,644.2
314196.0,644.3
314328.0,644.4
314463.0,644.5
314599.0,644.6
314805.0,644.7
314944.0,644.8
315087.0,644.9
315231.0,645
315376.0,645.1
315526.0,645.2
315682.0,645.3
315840.0,645.4
315999.0,645.5
316158.0,645.6
316321.0,645.7
316490.0,645.8
316664.0,645.9
316838.0,646
317014.0,646.1
317193.0,646.2
317375.0,646.3
317558.0,646.4
317742.0,646.5
317934.0,646.6
318135.0,646.7
318345.0,646.8
318555.0,646.9
318768.0,647
318984.0,647.1
319201.0,647.2
319419.0,647.3
319640.0,647.4
319865.0,647.5
320091.0,647.6
320319.0,647.7
320548.0,647.8
320778.0,647.9
321013.0,648
321252.0,648.1
321306.0,648.2
321161.0,648.3
320926.0,648.4
320696.0,648.5
320467.0,648.6
320239.0,648.7
320013.0,648.8
319788.0,648.9
319567.0,649
319349.0,649.1
319132.0,649.2
318916.0,649.3
318703.0,649.4
318493.0,649.5
318283.0,649.6
318144.0,649.7
317938.0,649.8
317737.0,649.9
317545.0,650
317361.0,650.1
317178.0,650.2
316996.0,650.3
316817.0,650.4
316641.0,650.5
316467.0,650.6
316293.0,650.7
316124.0,650.8
315961.0,650.9
315802.0,651
315643.0,651.1
315485.0,651.2
315329.0,651.3
315179.0,651.4
315035.0,651.5
314892.0,651.6
314751.0,651.7
314615.0,651.8
314480.0,651.9
314348.0,652
314216.0,652.1
314088.0,652.2
313961.0,652.3
313834.0,652.4
313707.0,652.5
313580.0,652.6
313455.0,652.7
313331.0,652.8
313209.0,652.9
313090.0,653
312975.0,653.1
312864.0,653.2
312757.0,653.3
312651.0,653.4
312551.0,653.5
312466.0,653.6
312384.0,653.7
312312.0,653.8
312243.0,653.9
312174.0,654
312114.0,654.1
312061.0,654.2
312009.0,654.3
311959.0,654.4
311912.0,654.5
311866.0,654.6
311823.0,654.7
311783.0,654.8
311783.0,654.9
311790.0,655
311830.0,655.1
311883.0,655.2
311989.0,655.3
311949.0,655.4
311949.0,655.5
311957.0,655.6
311997.0,655.7
312040.0,655.8
312086.0,655.9
312133.0,656
312183.0,656.1
312235.0,656.2
312295.0,656.3
312364.0,656.4
312433.0,656.5
312505.0,656.6
312587.0,656.7
312672.0,656.8
312772.0,656.9
312878.0,657
312985.0,657.1
313096.0,657.2
313211.0,657.3
313330.0,657.4
313454.0,657.5
313579.0,657.6
313706.0,657.7
313833.0,657.8
313960.0,657.9
314087.0,658
314215.0,658.1
314347.0,658.2
314479.0,658.3
314614.0,658.4
314750.0,658.5
314891.0,658.6
315034.0,658.7
315178.0,658.8
315328.0,658.9
315484.0,659
315642.0,659.1
315801.0,659.2
315960.0,659.3
316123.0,659.4
316292.0,659.5
316466.0,659.6
316640.0,659.7
316816.0,659.8
316995.0,659.9
317177.0,660
317360.0,660.1
317544.0,660.2
317603.0,660.3
317419.0,660.4
317236.0,660.5
317054.0,660.6
316875.0,660.7
316699.0,660.8
316525.0,660.9
316351.0,661
316182.0,661.1
316019.0,661.2
315860.0,661.3
315701.0,661.4
315543.0,661.5
315387.0,661.6
315237.0,661.7
315093.0,661.8
314950.0,661.9
314809.0,662
314672.0,662.1
314536.0,662.2
314401.0,662.3
314269.0,662.4
314137.0,662.5
314009.0,662.6
313882.0,662.7
313755.0,662.8
313628.0,662.9
313501.0,663
313376.0,663.1
313252.0,663.2
313133.0,663.3
313018.0,663.4
312907.0,663.5
312800.0,663.6
312694.0,663.7
312594.0,663.8
312509.0,663.9
312427.0,664
312355.0,664.1
312286.0,664.2
312217.0,664.3
312157.0,664.4
312105.0,664.5
312055.0,664.6
312008.0,664.7
311962.0,664.8
311919.0,664.9
311879.0,665
311879.0,665.1
311904.0,665.2
311944.0,665.3
311987.0,665.4
312033.0,665.5
312080.0,665.6
312130.0,665.7
312182.0,665.8
312242.0,665.9
312311.0,666
312380.0,666.1
312451.0,666.2
312533.0,666.3
312579.0,666.4
312536.0,666.5
312454.0,666.6
312383.0,666.7
312314.0,666.8
312245.0,666.9
312185.0,667
312133.0,667.1
312083.0,667.2
312036.0,667.3
311990.0,667.4
311950.0,667.5
311925.0,667.6
311925.0,667.7
311963.0,667.8
312003.0,667.9
312049.0,668
312096.0,668.1
312146.0,668.2
312206.0,668.3
312275.0,668.4
312344.0,668.5
312416.0,668.6
312501.0,668.7
312601.0,668.8
312707.0,668.9
312814.0,669
312923.0,669.1
313034.0,669.2
313149.0,669.3
313268.0,669.4
313392.0,669.5
313517.0,669.6
313644.0,669.7
313771.0,669.8
313898.0,669.9
314026.0,670
314158.0,670.1
314290.0,670.2
314425.0,670.3
314561.0,670.4
314698.0,670.5
314839.0,670.6
314982.0,670.7
315126.0,670.8
315276.0,670.9
315477.0,671
315565.0,671.1
315415.0,671.2
315271.0,671.3
315128.0,671.4
314986.0,671.5
314845.0,671.6
314708.0,671.7
314572.0,671.8
314437.0,671.9
314305.0,672
314173.0,672.1
314045.0,672.2
313918.0,672.3
313791.0,672.4
313664.0,672.5
313539.0,672.6
313415.0,672.7
313296.0,672.8
313181.0,672.9
313070.0,673
312961.0,673.1
312854.0,673.2
312748.0,673.3
312648.0,673.4
312563.0,673.5
312491.0,673.6
312422.0,673.7
312353.0,673.8
312293.0,673.9
312243.0,674
312196.0,674.1
312150.0,674.2
312110.0,674.3
312072.0,674.4
312072.0,674.5
312107.0,674.6
312145.0,674.7
312185.0,674.8
312231.0,674.9
312278.0,675
312328.0,675.1
312388.0,675.2
312457.0,675.3
312526.0,675.4
312598.0,675.5
312683.0,675.6
312783.0,675.7
312889.0,675.8
312996.0,675.9
313105.0,676
313161.0,676.1
313052.0,676.2
312945.0,676.3
312839.0,676.4
312739.0,676.5
312654.0,676.6
312582.0,676.7
312513.0,676.8
312444.0,676.9
312384.0,677
312328.0,677.1
312278.0,677.2
312231.0,677.3
312185.0,677.4
312145.0,677.5
312107.0,677.6
312072.0,677.7
312072.0,677.8
312076.0,677.9
312111.0,678
312149.0,678.1
312189.0,678.2
312235.0,678.3
312282.0,678.4
312332.0,678.5
312388.0,678.6
312448.0,678.7
312517.0,678.8
312586.0,678.9
312658.0,679
312669.0,679.1
312587.0,679.2
312515.0,679.3
312446.0,679.4
312377.0,679.5
312317.0,679.6
312261.0,679.7
312211.0,679.8
312164.0,679.9
312118.0,680
312078.0,680.1
312040.0,680.2
312005.0,680.3
312001.0,680.4
312001.0,680.5
312076.0,680.6
312079.0,680.7
312098.0,680.8
312133.0,680.9
312171.0,681
312211.0,681.1
312257.0,681.2
312304.0,681.3
312354.0,681.4
312410.0,681.5
312470.0,681.6
312537.0,681.7
312606.0,681.8
312675.0,681.9
312747.0,682
312832.0,682.1
312932.0,682.2
313038.0,682.3
313145.0,682.4
313256.0,682.5
313371.0,682.6
313490.0,682.7
313614.0,682.8
313741.0,682.9
313868.0,683
313995.0,683.1
314123.0,683.2
314255.0,683.3
314387.0,683.4
314522.0,683.5
314658.0,683.6
314795.0,683.7
315001.0,683.8
315140.0,683.9
315281.0,684
315423.0,684.1
315566.0,684.2
315710.0,684.3
315861.0,684.4
316015.0,684.5
316171.0,684.6
316329.0,684.7
316488.0,684.8
316651.0,684.9
316820.0,685
316994.0,685.1
317168.0,685.2
317344.0,685.3
317520.0,685.4
317699.0,685.5
317881.0,685.6
318064.0,685.7
318256.0,685.8
318466.0,685.9
318676.0,686
318887.0,686.1
319100.0,686.2
319316.0,686.3
319533.0,686.4
319751.0,686.5
319972.0,686.6
320197.0,686.7
320423.0,686.8
320651.0,686.9
320880.0,687
321110.0,687.1
321345.0,687.2
321583.0,687.3
321824.0,687.4
322067.0,687.5
322311.0,687.6
322555.0,687.7
322807.0,687.8
323059.0,687.9
323312.0,688
323569.0,688.1
323828.0,688.2
324092.0,688.3
324356.0,688.4
324625.0,688.5
324898.0,688.6
325172.0,688.7
325242.0,688.8
324968.0,688.9
324695.0,689
324426.0,689.1
324162.0,689.2
323898.0,689.3
323639.0,689.4
323382.0,689.5
323129.0,689.6
322877.0,689.7
322625.0,689.8
322381.0,689.9
322137.0,690
321894.0,690.1
321653.0,690.2
321415.0,690.3
321180.0,690.4
320950.0,690.5
320721.0,690.6
320493.0,690.7
320267.0,690.8
320042.0,690.9
319821.0,691
319603.0,691.1
319386.0,691.2
319170.0,691.3
318957.0,691.4
318746.0,691.5
318536.0,691.6
318326.0,691.7
318134.0,691.8
318134.0,691.9
317983.0,692
317980.0,692.1
317841.0,692.2
317635.0,692.3
317429.0,692.4
317228.0,692.5
317045.0,692.6
316863.0,692.7
316684.0,692.8
316508.0,692.9
316332.0,693
316158.0,693.1
315984.0,693.2
315815.0,693.3
315652.0,693.4
315493.0,693.5
315335.0,693.6
315179.0,693.7
315025.0,693.8
314881.0,693.9
314738.0,694
314596.0,694.1
314455.0,694.2
314318.0,694.3
314182.0,694.4
314047.0,694.5
313915.0,694.6
313783.0,694.7
313655.0,694.8
313528.0,694.9
313401.0,695
313274.0,695.1
313150.0,695.2
313031.0,695.3
312916.0,695.4
312805.0,695.5
312698.0,695.6
312592.0,695.7
312492.0,695.8
312417.0,695.9
312345.0,696
312275.0,696.1
312206.0,696.2
312137.0,696.3
312070.0,696.4
312010.0,696.5
311954.0,696.6
311904.0,696.7
311857.0,696.8
311811.0,696.9
311771.0,697
311733.0,697.1
311698.0,697.2
311698.0,697.3
311705.0,697.4
311740.0,697.5
311778.0,697.6
311818.0,697.7
311864.0,697.8
311911.0,697.9
311961.0,698
312017.0,698.1
312065.0,698.2
312005.0,698.3
311949.0,698.4
311899.0,698.5
311852.0,698.6
311806.0,698.7
311766.0,698.8
311728.0,698.9
311697.0,699
311662.0,699.1
311662.0,699.2
311681.0,699.3
311698.0,699.4
311733.0,699.5
311769.0,699.6
311807.0,699.7
311847.0,699.8
311893.0,699.9
311940.0,700
311990.0,700.1
312046.0,700.2
312106.0,700.3
312166.0,700.4
312233.0,700.5
312302.0,700.6
312371.0,700.7
312441.0,700.8
312513.0,700.9
312588.0,701
312688.0,701.1
312794.0,701.2
312901.0,701.3
313012.0,701.4
313127.0,701.5
313246.0,701.6
313370.0,701.7
313497.0,701.8
313624.0,701.9
313751.0,702
313879.0,702.1
314011.0,702.2
314143.0,702.3
314278.0,702.4
314414.0,702.5
314551.0,702.6
314692.0,702.7
314834.0,702.8
314977.0,702.9
315121.0,703
315275.0,703.1
315431.0,703.2
315587.0,703.3
315745.0,703.4
315904.0,703.5
316067.0,703.6
316117.0,703.7
315954.0,703.8
315795.0,703.9
315637.0,704
315481.0,704.1
315325.0,704.2
315171.0,704.3
315027.0,704.4
314884.0,704.5
314742.0,704.6
314601.0,704.7
314464.0,704.8
314328.0,704.9
314193.0,705
314061.0,705.1
313929.0,705.2
313801.0,705.3
313674.0,705.4
313547.0,705.5
313420.0,705.6
313296.0,705.7
313177.0,705.8
313062.0,705.9
312951.0,706
312844.0,706.1
312738.0,706.2
312638.0,706.3
312563.0,706.4
312491.0,706.5
312421.0,706.6
312352.0,706.7
312283.0,706.8
312216.0,706.9
312156.0,707
312096.0,707.1
312040.0,707.2
311985.0,707.3
311935.0,707.4
311888.0,707.5
311842.0,707.6
311802.0,707.7
311764.0,707.8
311728.0,707.9
311728.0,708
311754.0,708.1
311790.0,708.2
311828.0,708.3
311868.0,708.4
311914.0,708.5
311961.0,708.6
312011.0,708.7
312066.0,708.8
312122.0,708.9
312182.0,709
312242.0,709.1
312309.0,709.2
312378.0,709.3
312447.0,709.4
312517.0,709.5
312589.0,709.6
312664.0,709.7
312764.0,709.8
312870.0,709.9
312977.0,710
313088.0,710.1
313203.0,710.2
313322.0,710.3
313446.0,710.4
313573.0,710.5
313700.0,710.6
313827.0,710.7
313955.0,710.8
314087.0,710.9
314219.0,711
314354.0,711.1
314490.0,711.2
314627.0,711.3
314768.0,711.4
314910.0,711.5
315053.0,711.6
315197.0,711.7
315373.0,711.8
315521.0,711.9
315675.0,712
315829.0,712.1
315985.0,712.2
316141.0,712.3
316270.0,712.4
316114.0,712.5
315958.0,712.6
315804.0,712.7
315650.0,712.8
315506.0,712.9
315363.0,713
315221.0,713.1
315080.0,713.2
314943.0,713.3
314807.0,713.4
314672.0,713.5
314540.0,713.6
314408.0,713.7
314279.0,713.8
314151.0,713.9
314024.0,714
313897.0,714.1
313871.0,714.2
313831.0,714.3
313704.0,714.4
313580.0,714.5
313461.0,714.6
313346.0,714.7
313235.0,714.8
313128.0,714.9
313022.0,715
312922.0,715.1
312847.0,715.2
312775.0,715.3
312705.0,715.4
312636.0,715.5
312567.0,715.6
312500.0,715.7
312440.0,715.8
312380.0,715.9
312324.0,716
312269.0,716.1
312219.0,716.2
312172.0,716.3
312126.0,716.4
312088.0,716.5
312052.0,716.6
312052.0,716.7
312075.0,716.8
312111.0,716.9
312149.0,717
312195.0,717.1
312242.0,717.2
312292.0,717.3
312347.0,717.4
312403.0,717.5
312463.0,717.6
312523.0,717.7
312590.0,717.8
312659.0,717.9
312728.0,718
312798.0,718.1
312870.0,718.2
312945.0,718.3
313045.0,718.4
313151.0,718.5
313258.0,718.6
313369.0,718.7
313484.0,718.8
313603.0,718.9
313727.0,719
313854.0,719.1
313981.0,719.2
314109.0,719.3
314238.0,719.4
314370.0,719.5
314502.0,719.6
314637.0,719.7
314773.0,719.8
314910.0,719.9
315116.0,720
315255.0,720.1
315395.0,720.2
315536.0,720.3
315678.0,720.4
315821.0,720.5
315965.0,720.6
316118.0,720.7
316272.0,720.8
316428.0,720.9
316586.0,721
316745.0,721.1
316908.0,721.2
317077.0,721.3
317251.0,721.4
317425.0,721.5
317601.0,721.6
317780.0,721.7
317962.0,721.8
318145.0,721.9
318346.0,722
318556.0,722.1
318766.0,722.2
318977.0,722.3
319190.0,722.4
319406.0,722.5
319624.0,722.6
319845.0,722.7
320070.0,722.8
320296.0,722.9
320524.0,723
320753.0,723.1
320983.0,723.2
321218.0,723.3
321456.0,723.4
321697.0,723.5
321941.0,723.6
322185.0,723.7
322437.0,723.8
322689.0,723.9
322942.0,724
323198.0,724.1
323455.0,724.2
323714.0,724.3
323973.0,724.4
324237.0,724.5
324501.0,724.6
324770.0,724.7
324970.0,724.8
324947.0,724.9
324678.0,725
324414.0,725.1
324150.0,725.2
323891.0,725.3
323632.0,725.4
323375.0,725.5
323119.0,725.6
322866.0,725.7
322614.0,725.8
322362.0,725.9
322118.0,726
321874.0,726.1
321633.0,726.2
321395.0,726.3
321160.0,726.4
320930.0,726.5
320701.0,726.6
320473.0,726.7
320247.0,726.8
320022.0,726.9
319801.0,727
319583.0,727.1
319367.0,727.2
319154.0,727.3
318943.0,727.4
318733.0,727.5
318523.0,727.6
318384.0,727.7
318178.0,727.8
317977.0,727.9
317776.0,728
317576.0,728.1
317402.0,728.2
317205.0,728.3
317022.0,728.4
316840.0,728.5
316661.0,728.6
316485.0,728.7
316311.0,728.8
316142.0,728.9
315979.0,729
315820.0,729.1
315662.0,729.2
315506.0,729.3
315352.0,729.4
315208.0,729.5
315065.0,729.6
314923.0,729.7
314782.0,729.8
314642.0,729.9
314505.0,730
314369.0,730.1
314234.0,730.2
314102.0,730.3
313970.0,730.4
313841.0,730.5
313713.0,730.6
313586.0,730.7
313459.0,730.8
313335.0,730.9
313216.0,731
313101.0,731.1
312990.0,731.2
312879.0,731.3
312772.0,731.4
312666.0,731.5
312566.0,731.6
312471.0,731.7
312386.0,731.8
312311.0,731.9
312239.0,732
312169.0,732.1
312100.0,732.2
312031.0,732.3
311964.0,732.4
311904.0,732.5
311844.0,732.6
311788.0,732.7
311733.0,732.8
311683.0,732.9
311636.0,733
311590.0,733.1
311552.0,733.2
311516.0,733.3
311499.0,733.4
311499.0,733.5
311507.0,733.6
311660.0,733.7
311681.0,733.8
311717.0,733.9
311755.0,734
311801.0,734.1
311848.0,734.2
311898.0,734.3
311953.0,734.4
312009.0,734.5
312069.0,734.6
312129.0,734.7
312196.0,734.8
312265.0,734.9
312334.0,735
312404.0,735.1
312476.0,735.2
312551.0,735.3
312646.0,735.4
312746.0,735.5
312852.0,735.6
312959.0,735.7
313070.0,735.8
313181.0,735.9
313296.0,736
313415.0,736.1
313539.0,736.2
313666.0,736.3
313793.0,736.4
313921.0,736.5
314050.0,736.6
314182.0,736.7
314314.0,736.8
314449.0,736.9
314585.0,737
314722.0,737.1
314928.0,737.2
315067.0,737.3
315207.0,737.4
315347.0,737.5
315488.0,737.6
315630.0,737.7
315773.0,737.8
315917.0,737.9
316067.0,738
316221.0,738.1
316377.0,738.2
316535.0,738.3
316694.0,738.4
316857.0,738.5
317026.0,738.6
317200.0,738.7
317376.0,738.8
317555.0,738.9
317737.0,739
317920.0,739.1
318120.0,739.2
318321.0,739.3
318529.0,739.4
318739.0,739.5
318949.0,739.6
319160.0,739.7
319373.0,739.8
319589.0,739.9
319807.0,740
320028.0,740.1
320253.0,740.2
320479.0,740.3
320707.0,740.4
320936.0,740.5
321166.0,740.6
321401.0,740.7
321639.0,740.8
321880.0,740.9
322124.0,741
322368.0,741.1
322620.0,741.2
322872.0,741.3
323125.0,741.4
323381.0,741.5
323638.0,741.6
323897.0,741.7
324156.0,741.8
324215.0,741.9
324207.0,742
323948.0,742.1
323689.0,742.2
323539.0,742.3
323282.0,742.4
323026.0,742.5
322773.0,742.6
322521.0,742.7
322269.0,742.8
322025.0,742.9
321781.0,743
321540.0,743.1
321302.0,743.2
321067.0,743.3
320837.0,743.4
320608.0,743.5
320380.0,743.6
320154.0,743.7
319929.0,743.8
319708.0,743.9
319490.0,744
319274.0,744.1
319061.0,744.2
318850.0,744.3
318640.0,744.4
318430.0,744.5
318291.0,744.6
318085.0,744.7
317884.0,744.8
317684.0,744.9
317501.0,745
317319.0,745.1
317140.0,745.2
316964.0,745.3
316790.0,745.4
316621.0,745.5
316458.0,745.6
316299.0,745.7
316141.0,745.8
315985.0,745.9
315831.0,746
315687.0,746.1
315547.0,746.2
315404.0,746.3
315262.0,746.4
315121.0,746.5
314981.0,746.6
314844.0,746.7
314708.0,746.8
314573.0,746.9
314438.0,747
314306.0,747.1
314174.0,747.2
314045.0,747.3
313917.0,747.4
313790.0,747.5
313663.0,747.6
313539.0,747.7
313420.0,747.8
313305.0,747.9
313194.0,748
313083.0,748.1
312976.0,748.2
312876.0,748.3
312781.0,748.4
312706.0,748.5
312634.0,748.6
312564.0,748.7
312495.0,748.8
312426.0,748.9
312359.0,749
312299.0,749.1
312239.0,749.2
312180.0,749.3
312124.0,749.4
312069.0,749.5
