./mainTSP -input data_heavy/d2103.tsp -setup_model 31 -randomseed 0 -v 80 -nthread 4 -time_limit 600    87875.0,0.318
   87038.0,0.428
   86830.0,0.534
   86712.0,0.642
   86415.0,0.747
   86301.0,0.853
   86152.0,0.959
   86046.0,1.066
   85947.0,1.172
   85854.0,1.278
   85762.0,1.385
   85674.0,1.497
   85587.0,1.604
   85390.0,1.709
   85307.0,1.815
   85224.0,1.921
   85131.0,2.028
   85052.0,2.134
   84976.0,2.240
   84898.0,2.348
   84822.0,2.460
   84748.0,2.569
   84675.0,2.679
   84602.0,2.786
   84535.0,2.896
   84469.0,3.006
   84390.0,3.114
   84323.0,3.221
   84258.0,3.328
   84190.0,3.439
   84101.0,3.546
   84039.0,3.653
   83976.0,3.760
   83914.0,3.869
   83859.0,3.976
   83805.0,4.084
   83737.0,4.191
   83687.0,4.299
   83604.0,4.405
   83558.0,4.516
   83516.0,4.623
   83477.0,4.730
   83439.0,4.838
   83402.0,4.946
   83358.0,5.054
   83321.0,5.166
   83285.0,5.285
   83251.0,5.411
   83217.0,5.546
   83185.0,5.682
   83153.0,5.820
   83120.0,5.964
   83091.0,6.106
   83062.0,6.249
   83033.0,6.394
   83005.0,6.544
   82973.0,6.691
   82903.0,6.842
   82875.0,7.001
   82848.0,7.170
   82821.0,7.333
   82794.0,7.512
   82767.0,7.681
   82741.0,7.849
   82671.0,8.013
   82645.0,8.175
   82619.0,8.332
   82595.0,8.491
   82574.0,8.649
   82553.0,8.803
   82533.0,8.955
   82513.0,9.107
   82493.0,9.259
   82476.0,9.412
   82461.0,9.566
   82414.0,9.718
   82401.0,9.870
   82390.0,10.022
   82380.0,10.174
   82328.0,10.327
   82319.0,10.481
   82244.0,10.634
   82236.0,10.785
   82206.0,10.937
   82201.0,11.085
   82197.0,11.232
   82189.0,11.379
   82189.0,11.533
   94133.0,11.727
   89433.0,11.880
   87251.0,12.031
   85158.0,12.184
   83008.0,12.336
   82457.0,12.488
   82189.0,12.641
   82189.0,12.793
   92016.0,12.977
   90247.0,13.125
   88677.0,13.272
   87739.0,13.421
   86886.0,13.573
   86092.0,13.726
   85155.0,13.878
   84239.0,14.046
   82881.0,14.201
   82189.0,14.364
   82189.0,14.519
   93681.0,14.716
   91290.0,14.874
   90053.0,15.031
   88618.0,15.185
   87234.0,15.338
   85748.0,15.497
   85238.0,15.655
   84497.0,15.815
   84431.0,15.972
   83253.0,16.130
   82302.0,16.300
   82189.0,16.468
   82189.0,16.632
   92542.0,16.828
   90846.0,17.001
   89189.0,17.167
   87993.0,17.331
   87150.0,17.499
   85522.0,17.682
   84531.0,17.853
   83866.0,18.017
   83824.0,18.181
   82815.0,18.338
   82325.0,18.499
   82189.0,18.656
   82189.0,18.814
   96751.0,19.005
   94999.0,19.157
   93314.0,19.310
   91692.0,19.473
   90379.0,19.633
   89186.0,19.790
   88047.0,19.942
   86205.0,20.095
   85381.0,20.247
   82977.0,20.399
   82189.0,20.555
   82189.0,20.707
   96397.0,20.897
   92577.0,21.051
   90694.0,21.208
   89377.0,21.367
   87965.0,21.525
   86708.0,21.683
   84676.0,21.842
   82751.0,21.999
   82189.0,22.158
   82189.0,22.315
   92860.0,22.508
   90601.0,22.661
   88851.0,22.814
   87614.0,22.967
   86786.0,23.115
   85061.0,23.263
   84002.0,23.414
   83668.0,23.566
   83449.0,23.718
   83156.0,23.869
   82951.0,24.016
   82740.0,24.163
   82588.0,24.309
   82391.0,24.460
   82327.0,24.606
   82297.0,24.753
   82269.0,24.900
   82252.0,25.047
   82204.0,25.194
   82204.0,25.340
   97286.0,25.528
   94753.0,25.680
   92817.0,25.827
   89876.0,25.974
   88705.0,26.120
   87108.0,26.267
   85627.0,26.417
   85039.0,26.564
   83328.0,26.711
   82204.0,26.857
   82204.0,27.004
   95785.0,27.187
   93917.0,27.334
   91291.0,27.487
   89303.0,27.640
   88532.0,27.792
   87116.0,27.940
   86149.0,28.087
   84309.0,28.234
   83369.0,28.381
   82204.0,28.534
   82204.0,28.682
   99043.0,28.869
