input file; input size; model type; pthreads; opt_time;
data/att12.tsp; 12; 0; 3; 0.000000;
data/att48.tsp; 48; 0; 3; 0.000000;
data/att48.tsp; 48; 0; 3; 0.000000;
data/att48.tsp; 48; 0; 3; 0.000000;
